ballotid,st,state,stateno,state_fips,state_icpsr,year,ballotname,ballotdescrip,type,electiontype,passed,pctyesvotes,unknownstatus,unofficialvotetotal,topicarea,abort,agricult,animalrights_huntfish,arts_cult,banking_finance,bond_meas,budgets,bus_commerce,civil_conlaw,criminal,drug,econdev,ed_higher,ed_prek12,elections,elections_initiative,energy_electric,environ,ethics_lobby_camfin,fedgov,gambling_lottery,health,humanservices,insurance,judiciary,juvenile_justice,labor_employ,landuse_proprights,legislatures,localgov,military_vet,natresourc,redistricting,stategov,tribalrelat,tax_rev,telecom_it,termlimits,transportation,cumulbystate,totalbystate
AL74,AL,Alabama,1,1,41,2004 ,Proposed Amendment 2,Repeal Constitutional Provisions, Legislative Referendum , General,0,49.90000153,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,127
AL75,AL,Alabama,1,1,41,2004 ,Proposed Amendment 3,County Economic and Industrial Development, Legislative Referendum , General,1,55.5,0,0, Economic Development | Local Government ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,127
AL76,AL,Alabama,1,1,41,2004 ,Proposed Amendment 1,Economic and Industrial Development in Baldwin County, Legislative Referendum , General,1,55.70000076,0,0, Economic Development | Local Government ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,127
AL77,AL,Alabama,1,1,41,2004 ,Proposed Amendment 4,Promotion of Shrimp and Seafood, Legislative Referendum , General,1,63,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,127
AL78,AL,Alabama,1,1,41,2006 ,Amendment 1,Alabama Foreign Trade Investment Zone, Legislative Referendum , General,0,49.79999924,0,0, Economic Development ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,127
AL79,AL,Alabama,1,1,41,2006 ,Amendment 2,Additional Local Ad Valorem Property Tax in Certain School Districts, Legislative Referendum , General,1,58.59999847,0,0, Education: PreK-12 | Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,79,127
AL80,AL,Alabama,1,1,41,2006 ,Amendment 3,Macon County Board of Education, Legislative Referendum , General,1,61.20000076,0,0, Education: PreK-12 | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,127
AL81,AL,Alabama,1,1,41,2006 ,Constitutional Amendment 1,Marriage, Legislative Referendum , Primary,1,81.19999695,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,127
AL82,AL,Alabama,1,1,41,2007 ,Amendment 1,Capital Improvement Trust Fund Bonds, Legislative Referendum , Special,1,79,0,0, Bond Measures | State Government ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,127
AL83,AL,Alabama,1,1,41,2007 ,Amendment 2,Funds for Health Care Costs, Legislative Referendum , Special,1,83.80000305,0,0, Budgets | Health | Labor & Employment | Local Government | State Government ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,83,127
AL84,AL,Alabama,1,1,41,2008 ,Amendment 5,Court Costs in Russell County, Legislative Referendum , General,0,45.20000076,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,127
AL85,AL,Alabama,1,1,41,2008 ,Amendment 3,Equalizing School Taxes in the City of Madison, Legislative Referendum , General,1,50.5,0,0, Education: PreK-12 | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,127
AL86,AL,Alabama,1,1,41,2008 ,Amendment 1,Rainy Day Accounts, Legislative Referendum , General,1,56.79999924,0,0, Budgets | Education: PreK-12 ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,127
AL87,AL,Alabama,1,1,41,2008 ,Amendment 4,Annexation in Blount County, Legislative Referendum , General,1,56.90000153,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87,127
AL88,AL,Alabama,1,1,41,2008 ,Amendment 6,City of Tuskegee Utilities Board, Legislative Referendum , General,1,57.90000153,0,0, Energy & Electric Utilities | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,127
AL89,AL,Alabama,1,1,41,2008 ,Amendment 2,Shelby County Judicial Commission, Legislative Referendum , General,1,60.29999924,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,127
AL90,AL,Alabama,1,1,41,2010 ,Constitutional Amendment,Promotion of Propane Gas, Legislative Referendum , Primary,0,40,0,0, Energy & Electric Utilities ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,127
AL91,AL,Alabama,1,1,41,2010 ,Amendment 3,Ten Year Road Bridge and Other Transportation Program, Legislative Referendum , General,0,43,0,0, Budgets | Local Government | Transportation ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,91,127
AL92,AL,Alabama,1,1,41,2010 ,Amendment 1,Special Ad Valorem Tax Assessments and Collections, Legislative Referendum , General,0,45.20000076,0,0, Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,92,127
AL93,AL,Alabama,1,1,41,2010 ,Amendment 2,Special County Educational Taxes, Legislative Referendum , General,0,47.70000076,0,0, Education: PreK-12 | Elections | Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,93,127
AL94,AL,Alabama,1,1,41,2010 ,Amendment 4,Blount County, Legislative Referendum , General,0,49.59999847,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94,127
AL95,AL,Alabama,1,1,41,2012 ,Amendment,Transfer Funds from Alabama Trust Fund to State General Fund, Legislative Referendum , Special,1,39.20000076,0,0, Budgets | Criminal Justice | Education: PreK-12 | Health ,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,127
AL96,AL,Alabama,1,1,41,2012 ,Amendment 4,Removes References to Segregation of Schools by Race and Repeals Poll Taxes, Legislative Referendum , General,0,54,0,1, Education: PreK-12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,127
AL97,AL,Alabama,1,1,41,2012 ,Amendment 10,Banks and Banking, Legislative Referendum , General,1,57.79999924,0,1, Banking & Financial Services ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,127
AL98,AL,Alabama,1,1,41,2012 ,Amendment 9,Corporations, Legislative Referendum , General,1,59,0,1, Business & Commerce | Tax & Revenue ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,127
AL99,AL,Alabama,1,1,41,2012 ,Amendment 6,Prohibit Mandatory Participation in any Health Care System, Legislative Referendum , General,1,66.09999847,0,1, Civil & Constitutional Law | Health | Insurance ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,127
AL100,AL,Alabama,1,1,41,2012 ,Amendment 11,Lawrence County, Legislative Referendum , General,1,67.09999847,0,1, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,127
AL101,AL,Alabama,1,1,41,2012 ,Amendment 7,Secret Ballot, Legislative Referendum , General,1,67.80000305,0,1, Elections | Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101,127
AL102,AL,Alabama,1,1,41,2012 ,Amendment 3,Baldwin County Stockton Landmark District, Legislative Referendum , General,1,68.40000153,0,1, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102,127
AL103,AL,Alabama,1,1,41,2012 ,Amendment 8,Legislator Compensation, Legislative Referendum , General,1,69,0,1, Labor & Employment | Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,103,127
AL104,AL,Alabama,1,1,41,2012 ,Amendment 5,Mobile Area Water and Sewer System, Legislative Referendum , General,1,69.40000153,0,1, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,127
AL105,AL,Alabama,1,1,41,2012 ,Amendment 2,General Obligation Bonds, Legislative Referendum , General,1,75.09999847,0,1, Bond Measures | Economic Development ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,127
AL106,AL,Alabama,1,1,41,2012 ,Amendment 1,Forever Wild Land Trust, Legislative Referendum , General,1,,0,1, Budgets | Natural Resources ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106,127
AL107,AL,Alabama,1,1,41,2014 ,Amendment 2,Bonding Authority, Legislative Referendum , General,1,50.5,0,1, Budgets ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,127
AL108,AL,Alabama,1,1,41,2014 ,Amendment 4,Unfunded Mandates for City or County Board of Education, Legislative Referendum , General,1,56.29999924,0,1, Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,108,127
AL109,AL,Alabama,1,1,41,2014 ,Amendment 1,Cotton Production, Legislative Referendum , Primary,1,67,0,1, Agriculture | Business & Commerce ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,127
AL110,AL,Alabama,1,1,41,2014 ,Amendment 1,American and Alabama Laws for Alabama Courts Amendment, Legislative Referendum , General,1,72.30000305,0,1, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,127
AL111,AL,Alabama,1,1,41,2014 ,Amendment 3,Right to Bear Arms, Legislative Referendum , General,1,72.40000153,0,1, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,127
AL112,AL,Alabama,1,1,41,2014 ,Amendment 5,"Right to Hunt, Fish, and Harvest Wildlife", Legislative Referendum , General,1,79.80000305,0,1, Animal Rights/Hunting & Fishing ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,127
AL113,AL,Alabama,1,1,41,2016 ,Statewide Amendment 12,Baldwin County Toll Amendment, Legislative Referendum , General,1,50.70000076,0,1, Local Government | Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,113,127
AL114,AL,Alabama,1,1,41,2016 ,Statewide Amendment 9,Probate Judge of Pickens County Amendment, Legislative Referendum , General,1,51,0,1, Judiciary | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114,127
AL115,AL,Alabama,1,1,41,2016 ,Statewide Amendment 6,Impeachment Amendment, Legislative Referendum , General,1,53.59999847,0,1, Legislatures | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,115,127
AL116,AL,Alabama,1,1,41,2016 ,Amendment 13,Repeals age restrictions for appointed or elected officials, Legislative Referendum , General,1,57.29999924,0,1, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116,127
AL117,AL,Alabama,1,1,41,2016 ,Statewide Amendment 11,Major 21st Century Manufacturing Zone Private Interests Amendment, Legislative Referendum , General,1,59.20000076,0,1, Land Use/Property Rights | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,117,127
AL118,AL,Alabama,1,1,41,2016 ,Statewide Amendment 7,Sheriff of Etowah County Amendment, Legislative Referendum , General,1,59.29999924,0,1, Criminal Justice | Local Government ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118,127
AL119,AL,Alabama,1,1,41,2016 ,Statewide Amendment 5,Separation of Powers Language Change Amendment, Legislative Referendum , General,1,59.90000153,0,1, Civil & Constitutional Law | State Government ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119,127
AL120,AL,Alabama,1,1,41,2016 ,Statewide Amendment 3,Local Constitutional Amendments Amendment, Legislative Referendum , General,1,60.59999847,0,1, Elections | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,127
AL121,AL,Alabama,1,1,41,2016 ,Statewide Amendment 10,Calhoun County Land Jurisdiction Amendment, Legislative Referendum , General,1,65.59999847,0,1, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,121,127
AL122,AL,Alabama,1,1,41,2016 ,Amendment 14,Confirming the application of any budget isolation resolution, Legislative Referendum , General,1,68.69999695,0,1, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122,127
AL123,AL,Alabama,1,1,41,2016 ,Statewide Amendment 8,Right-to-Work Amendment, Legislative Referendum , General,1,69.59999847,0,1, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123,127
AL124,AL,Alabama,1,1,41,2016 ,Statewide Amendment 4,County Affairs Administration Amendment, Legislative Referendum , General,1,71.59999847,0,1, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,127
AL125,AL,Alabama,1,1,41,2016 ,Amendment 1,Retirement Program for DA's and Circuit Court Clerks Amendment, Legislative Referendum , Primary,1,73,0,1, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,127
AL126,AL,Alabama,1,1,41,2016 ,Statewide Amendment 1,Auburn University Board of Trustees Amendment, Legislative Referendum , General,1,73.40000153,0,1, Education: Higher Ed | Elections ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127
AL127,AL,Alabama,1,1,41,2016 ,Statewide Amendment 2,State Parks Fund Amendment, Legislative Referendum , General,1,79.80000305,0,1, Budgets | Environmental Protection | Local Government | Natural Resources ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,127,127
AK1,AK,Alaska,2,2,81,1960 ,Bond Measure 1,"Building Bonds for State Office Buildings in Anchorage and Fairbanks - $9,000,000", Legislative Referendum , General,0,41.59999847,0,0, Bond Measures | State Government ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,208
AK2,AK,Alaska,2,2,81,1960 ,Initiative No. 1,Moving Capital to Cook Inlet - Railbelt Area, Initiative , Primary,0,44,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,208
AK3,AK,Alaska,2,2,81,1960 ,Bond Measure 2,"Ferry and Road Bonds - $23,000,000", Legislative Referendum , General,1,52.29999924,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,208
AK4,AK,Alaska,2,2,81,1960 ,Bond Measure 3,"Vocational Education Bonds - $1,500,000", Legislative Referendum , General,1,63.90000153,0,0, Bond Measures | Education: Higher Ed ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,208
AK5,AK,Alaska,2,2,81,1960 ,Bond Measure 6,"Airport Bonds for Bush Airfields - $1,500,000", Legislative Referendum , General,1,66.59999847,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,208
AK6,AK,Alaska,2,2,81,1960 ,Bond Measure 4,"University of Alaska Bonds - $2,000,000", Legislative Referendum , General,1,72.90000153,0,0, Bond Measures | Education: Higher Ed ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,208
AK7,AK,Alaska,2,2,81,1960 ,Bond Measure 5,"Hospital Construction and Equipment Bonds - $2,500,000", Legislative Referendum , General,1,73.30000305,0,0, Bond Measures | Health ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,208
AK8,AK,Alaska,2,2,81,1962 ,Initiative No. 2,Relocating the Capital in Western Alaska, Initiative , General,0,45.09999847,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,208
AK9,AK,Alaska,2,2,81,1962 ,Bond Measure 3,"Trunk Airport Construction Bonds - $4,175,000", Legislative Referendum , General,1,59.20000076,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,208
AK10,AK,Alaska,2,2,81,1962 ,Bond Measure 4,"Vocational School Construction Bonds - $2,200,000", Legislative Referendum , General,1,61,0,0, Bond Measures | Education: Higher Ed ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,208
AK11,AK,Alaska,2,2,81,1962 ,Bond Measure 2,"School Construction Bonds - $5,000,000", Legislative Referendum , General,1,70.59999847,0,0, Bond Measures | Education: PreK-12 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,208
AK12,AK,Alaska,2,2,81,1962 ,Bond Measure 1,"University of Alaska Construction Bonds - $5,950,000", Legislative Referendum , General,1,76.09999847,0,0, Bond Measures | Education: Higher Ed ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,208
AK13,AK,Alaska,2,2,81,1964 ,Bond Measure 1,"Pioneers Home Construction Bonds - Fairbanks - $2,000,000", Legislative Referendum , General,1,72.69999695,0,0, Bond Measures | Human Services ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,208
AK14,AK,Alaska,2,2,81,1964 ,Bond Measure 2,"Health and Welfare Facilities Construction Bonds - $5,000,000", Legislative Referendum , General,1,73.19999695,0,0, Bond Measures | Health | Human Services ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,208
AK15,AK,Alaska,2,2,81,1966 ,Bond Measure 3,"Ferry Construction Bonds - $15,500,000", Legislative Referendum , General,1,60.09999847,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,208
AK16,AK,Alaska,2,2,81,1966 ,Bond Measure 6,"Airport Construction Bonds - $11,500,000", Legislative Referendum , General,1,66.59999847,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,208
AK17,AK,Alaska,2,2,81,1966 ,Bond Measure 1,"Outdoor Recreation Construction Bonds - $900,000", Legislative Referendum , General,1,66.59999847,0,0, Arts & Culture | Bond Measures | Natural Resources ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,208
AK18,AK,Alaska,2,2,81,1966 ,Bond Measure 4,"University Construction Bonds - $16,900,000", Legislative Referendum , General,1,71.09999847,0,0, Bond Measures | Education: Higher Ed ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,208
AK19,AK,Alaska,2,2,81,1966 ,SJR 1,Residence Requirement to Vote for President, Legislative Referendum , Primary,1,74.80000305,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,208
AK20,AK,Alaska,2,2,81,1966 ,Bond Measure 7,"Regional High School Construction Bonds - $5,000,000", Legislative Referendum , General,1,77.69999695,0,0, Bond Measures | Education: PreK-12 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,208
AK21,AK,Alaska,2,2,81,1966 ,Bond Measure 5,"Highway Construction Bonds - $10,500,000", Legislative Referendum , General,1,78.09999847,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,208
AK22,AK,Alaska,2,2,81,1966 ,Bond Measure 2,"School Construction Bonds - $2,285,000", Legislative Referendum , General,1,80.30000305,0,0, Bond Measures | Education: PreK-12 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,208
AK23,AK,Alaska,2,2,81,1967 ,Bond Measure 1,"Highway Construction Bonds - $5,000,000", Legislative Referendum , Special,0,,1,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,208
AK24,AK,Alaska,2,2,81,1968 ,Bond Measure 7,"Ferry Construction Bonds - $18,000,000", Legislative Referendum , General,0,47.29999924,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,208
AK25,AK,Alaska,2,2,81,1968 ,"Referendum Ch. 211, SLA 1968",Voter Registration and Procedures, Popular Referendum , General,1,51.29999924,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,208
AK26,AK,Alaska,2,2,81,1968 ,HJR 74 (B),Compensation of Judicial Qualifications Commission, Legislative Referendum , Primary,1,64.09999847,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,208
AK27,AK,Alaska,2,2,81,1968 ,Bond Measure 1,"Southcentral Pioneers’ Home Construction Bonds - $2,000,000", Legislative Referendum , General,1,65,0,0, Bond Measures | Human Services ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,208
AK28,AK,Alaska,2,2,81,1968 ,Bond Measure 8,"Fish Hatchery Construction Bonds - $3,000,000", Legislative Referendum , General,1,66.80000305,0,0, Agriculture | Animal Rights/Hunting & Fishing | Bond Measures | Natural Resources ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,208
